AZAJO
  32.3667 112.8667
  0.9344000  0.6648900  0.0429850  0.2439700
  0.0283630  0.0000000  0.0162310  0.0384210
  1.0641000  0.0000000  0.9647500 -1.0815001
  0.0363780  0.0000000  0.0130770  0.0000000
 -1.0275000  0.0000000 -3.1975999  0.0000000
  0.0179730  0.0000000  0.0000000  0.0000000
 -3.7723999  0.0000000  0.0000000  0.0000000
  0.0098059  0.0000000  0.0000000  0.0000000
  0.0317090  0.0000000  0.0000000  0.0000000
  0.0154020  0.0000000  0.0000000  0.0000000
 -2.9135001  0.0000000  0.0000000  0.0000000
  0.0086088  0.0000000  0.0000000  0.0349790
  1.0806000  0.0000000  0.0000000 -3.3706999
  0.2984300
AZDOUGLAS
  31.4667 109.6000
  0.9005400  0.5643300  0.0453810  0.1922500
  0.0508600  0.0727090  0.0103800  0.0543260
  1.5734000  1.9532000 -1.9898000 -1.6202000
  0.0607460  0.0675160  0.0173310  0.0000000
 -0.7976700 -0.2185900 -2.0395000  0.0000000
  0.0318880  0.0000000  0.0128760  0.0000000
 -3.4635000  0.0000000  0.5737900  0.0000000
  0.0157960  0.0000000  0.0101370  0.0000000
  0.2926300  0.0000000  1.6378000  0.0000000
  0.0087727  0.0489530  0.0000000  0.0256990
 -1.8429000 -1.5368000  0.0000000  0.9225500
  0.0000000  0.0000000  0.0103090  0.0000000
  0.0000000  0.0000000 -2.7907000  0.0000000
  0.3778100
AZGLOBE
  33.3833 110.7833
  0.8967700  0.5715100  0.0728900  0.2648500
  0.0264660  0.0782400  0.0170950  0.0496160
  1.3954000  0.2246600  2.6027000 -2.8094001
  0.0585520  0.0000000  0.0000000  0.0310360
 -0.9603000  0.0000000  0.0000000  3.0857999
  0.0393760  0.0000000  0.0000000  0.0000000
 -3.4742999  0.0000000  0.0000000  0.0000000
  0.0187850  0.0000000  0.0000000  0.0000000
 -0.2483600  0.0000000  0.0000000  0.0000000
  0.0000000  0.0435180  0.0000000  0.0541080
  0.0000000 -2.0069001  0.0000000  0.2355600
  0.0000000  0.0000000  0.0000000  0.0000000
  0.0000000  0.0000000  0.0000000  0.0000000
  0.3707500
AZMCNARY
  34.0667 109.8500
  0.8624200  0.4454200  0.1412800  0.3089900
  0.0390710  0.0501710  0.0535200  0.0931200
  1.3279999  1.8357000  2.2718000  2.7632999
  0.0717150  0.0000000  0.0000000  0.0000000
 -1.0413001  0.0000000  0.0000000  0.0000000
  0.0304520  0.0498890  0.0400260  0.0393080
 -3.6954999 -2.6526000  0.1620100  0.6121900
  0.0203030  0.0390650  0.0000000  0.0000000
 -0.1080800  1.0702000  0.0000000  0.0000000
  0.0000000  0.0000000  0.0000000  0.0000000
  0.0000000  0.0000000  0.0000000  0.0000000
  0.0000000  0.0000000  0.0000000  0.0000000
  0.0000000  0.0000000  0.0000000  0.0000000
  0.3968500
AZPARKER
  34.1833 114.2167
  0.9554900  0.7495200  0.0590470  0.1913600
  0.0224420  0.1078200  0.0000000  0.0610100
 -0.1224700 -0.3899400  0.0000000 -2.4589000
  0.0166450  0.0000000  0.0000000  0.0000000
 -1.1737000  0.0000000  0.0000000  0.0000000
  0.0055441  0.0000000  0.0000000  0.0000000
 -4.3628001  0.0000000  0.0000000  0.0000000
  0.0081448  0.0000000  0.0000000  0.0303700
 -0.7101200  0.0000000  0.0000000  0.7617700
  0.0000000  0.0000000  0.0000000  0.0000000
  0.0000000  0.0000000  0.0000000  0.0000000
  0.0000000  0.0000000  0.0000000  0.0000000
  0.0000000  0.0000000  0.0000000  0.0000000
  0.4574600
AZPHOENIX
  33.4333 112.0167
  0.9306900  0.6435400  0.0191250  0.1982500
  0.0193860  0.0682180  0.0000000  0.0422580
  0.4197100 -0.4386900  0.0000000 -2.3046999
  0.0326080  0.0376430  0.0068243  0.0000000
 -1.0580000 -1.1625000 -1.5180000  0.0000000
  0.0152750  0.0000000  0.0000000  0.0000000
 -3.6702001  0.0000000  0.0000000  0.0000000
  0.0075275  0.0000000  0.0000000  0.0267930
 -0.0454130  0.0000000  0.0000000  0.8272100
  0.0082278  0.0508210  0.0000000  0.0000000
 -2.3494999 -0.8026700  0.0000000  0.0000000
  0.0000000  0.0000000  0.0057691  0.0000000
  0.0000000  0.0000000  0.7322500  0.0000000
  0.2461300
AZPRESCOTT
  34.5667 112.4667
  0.8853100  0.4856000  0.0277640  0.2561100
  0.0202510  0.0000000  0.0000000  0.0588240
  1.7093000  0.0000000  0.0000000 -2.6073000
  0.0568840  0.0000000  0.0000000  0.0306920
 -0.9771100  0.0000000  0.0000000  2.1636000
  0.0375340  0.0000000  0.0000000  0.0000000
 -3.5734000  0.0000000  0.0000000  0.0000000
  0.0289460  0.0000000  0.0000000  0.0000000
 -0.0745480  0.0000000  0.0000000  0.0000000
  0.0228840  0.0000000  0.0000000  0.0234650
 -2.5011001  0.0000000  0.0000000 -3.0035000
  0.0101700  0.0000000  0.0000000  0.0000000
  2.1299000  0.0000000  0.0000000  0.0000000
  0.2999000
AZSAFFORD
  32.8167 109.6833
  0.8971600  0.6170400  0.0245140  0.1545900
  0.0305760  0.0601230  0.0071112  0.0481580
  1.2198000  0.1100500 -1.8168000 -1.8674001
  0.0560960  0.0000000  0.0000000  0.0194960
 -0.9723200  0.0000000  0.0000000  1.7666000
  0.0287440  0.0000000  0.0036567  0.0126330
 -3.5580001  0.0000000  0.2035600  2.3180001
  0.0085516  0.0000000  0.0000000  0.0000000
 -0.1622000  0.0000000  0.0000000  0.0000000
  0.0085956  0.0500830  0.0069721  0.0173490
 -2.1530001 -1.9270999  1.1217999  1.7506000
  0.0000000  0.0000000  0.0000000  0.0000000
  0.0000000  0.0000000  0.0000000  0.0000000
  0.3361600
AZSEDONA
  34.8667 111.7667
  0.8874500  0.5232400  0.0266720  0.2682500
  0.0182840  0.0000000  0.0121760  0.0768320
  1.5484000  0.0000000  2.9377000  3.1168001
  0.0444290  0.0000000  0.0000000  0.0301530
 -0.9515400  0.0000000  0.0000000  1.0053000
  0.0317320  0.0000000  0.0000000  0.0000000
 -3.7005999  0.0000000  0.0000000  0.0000000
  0.0191500  0.0000000  0.0000000  0.0000000
  0.0629210  0.0000000  0.0000000  0.0000000
  0.0186320  0.0000000  0.0000000  0.0000000
 -2.0513999  0.0000000  0.0000000  0.0000000
  0.0000000  0.0000000  0.0000000  0.0000000
  0.0000000  0.0000000  0.0000000  0.0000000
  0.2371300
AZTUCSON
  32.1333 110.9500
  0.8930100  0.5836700  0.0149900  0.1902500
  0.0395680  0.0000000  0.0000000  0.0715150
  1.3854001  0.0000000  0.0000000 -2.3103001
